230.062	-156
230.125	-261
230.188	-223
230.250	-215
230.312	-209
230.375	-113
230.438	-92
230.500	-47
230.562	3
230.625	-41
230.688	61
230.750	183
230.812	101
230.875	227
230.938	210
231.000	171
231.062	358
231.125	269
231.188	235
231.250	245
231.312	244
231.375	356
231.438	236
231.500	118
231.562	110
231.625	66
231.688	173
231.750	131
231.812	-93
231.875	-108
231.938	-197
232.000	-217
232.062	-75
232.125	-293
232.188	-429
232.250	-346
232.312	-421
232.375	-559
232.438	-404
232.500	-379
232.562	-642
232.625	-483
232.688	-625
232.750	-693
232.812	-462
232.875	-561
232.938	-497
233.000	-588
233.062	-637
233.125	-634
233.188	-574
233.250	-539
233.312	-608
233.375	-431
233.438	-669
233.500	-683
233.562	-606
233.625	-699
233.688	-490
233.750	-567
233.812	-871
233.875	-1066
233.938	-926
234.000	-675
234.062	-894
234.125	-1190
234.188	-607
234.250	-433
234.312	-509
234.375	-753
234.438	-1459
234.500	-403
234.562	390
234.625	203
234.688	-61
234.750	-822
234.812	-349
234.875	772
234.938	986
235.000	437
235.062	89
235.125	421
235.188	1134
235.250	1297
235.312	777
235.375	763
235.438	990
235.500	1438
235.562	1599
235.625	1083
235.688	874
235.750	1000
235.812	1442
235.875	1544
235.938	1152
236.000	864
236.062	739
236.125	902
236.188	1071
236.250	959
236.312	642
236.375	409
236.438	344
236.500	502
236.562	438
236.625	85
236.688	47
236.750	13
236.812	-2
236.875	-43
236.938	-256
237.000	-354
237.062	-206
237.125	-12
237.188	-60
237.250	-280
237.312	-490
237.375	-260
237.438	34
237.500	80
237.562	-38
237.625	-229
237.688	-144
237.750	29
237.812	307
237.875	303
237.938	42
238.000	71
238.062	179
238.125	352
238.188	389
238.250	232
238.312	239
238.375	272
238.438	251
238.500	275
238.562	218
238.625	168
238.688	145
238.750	147
238.812	129
238.875	-126
238.938	-132
239.000	12
239.062	-95
239.125	-136
239.188	-363
239.250	-443
239.312	-309
239.375	-378
239.438	-335
239.500	-531
239.562	-588
239.625	-477
239.688	-691
239.750	-492
239.812	-433
239.875	-719
239.938	-616
240.000	-608
240.062	-631
240.125	-525
240.188	-579
240.250	-585
240.312	-674
240.375	-540
240.438	-517
240.500	-692
240.562	-391
240.625	-695
240.688	-930
240.750	-611
240.812	-481
240.875	-754
240.938	-944
241.000	-640
241.062	-1101
241.125	-1113
241.188	-940
241.250	-799
241.312	-131
241.375	-408
241.438	-1062
241.500	-1445
241.562	-607
241.625	363
241.688	307
241.750	-31
241.812	-850
241.875	-643
241.938	695
242.000	1031
242.062	466
242.125	116
242.188	140
242.250	981
242.312	1520
242.375	832
242.438	544
242.500	744
242.562	1408
242.625	1885
242.688	1180
242.750	644
242.812	829
242.875	1437
242.938	1766
243.000	1323
243.062	753
243.125	659
243.188	947
243.250	1173
243.312	1099
243.375	662
243.438	429
243.500	455
243.562	524
243.625	547
243.688	213
243.750	62
243.812	74
243.875	15
243.938	28
244.000	-143
244.062	-292
244.125	-217
244.188	-122
244.250	-165
244.312	-234
244.375	-374
244.438	-344
244.500	-13
244.562	-52
244.625	-223
244.688	-246
244.750	-160
244.812	110
244.875	145
244.938	37
245.000	-16
245.062	80
245.125	236
245.188	277
245.250	294
245.312	178
245.375	183
245.438	305
245.500	266
245.562	256
245.625	252
245.688	197
245.750	225
245.812	81
245.875	8
245.938	182
246.000	71
246.062	-46
246.125	-67
246.188	-194
246.250	-241
246.312	-134
246.375	-196
246.438	-407
246.500	-348
246.562	-452
246.625	-440
246.688	-397
246.750	-579
246.812	-432
246.875	-613
246.938	-577
247.000	-531
247.062	-722
247.125	-283
247.188	-706
247.250	-800
247.312	-298
247.375	-694
247.438	-614
247.500	-425
247.562	-662
247.625	-754
247.688	-633
247.750	-539
247.812	-457
247.875	-680
247.938	-804
248.000	-914
248.062	-689
248.125	-419
248.188	-1393
248.250	-1064
248.312	-615
248.375	-659
248.438	-188
248.500	-642
248.562	-1228
248.625	-1127
248.688	-60
248.750	226
248.812	-49
248.875	-93
248.938	-707
249.000	-271
249.062	810
249.125	685
249.188	269
249.250	284
249.312	413
249.375	1039
249.438	1216
249.500	566
249.562	599
249.625	1142
249.688	1453
249.750	1451
249.812	1007
249.875	701
249.938	1039
250.000	1514
