245.062	-577
245.125	-468
245.188	-505
245.250	-487
245.312	-266
245.375	-186
245.438	24
245.500	175
245.562	264
245.625	277
245.688	245
245.750	233
245.812	24
245.875	-117
245.938	-320
246.000	-598
246.062	-707
246.125	-780
246.188	-812
246.250	-688
246.312	-586
246.375	-653
246.438	-393
246.500	-286
246.562	-349
246.625	-168
246.688	-341
246.750	-393
246.812	-426
246.875	-535
246.938	-529
247.000	-786
247.062	-853
247.125	-897
247.188	-1157
247.250	-1177
247.312	-1119
247.375	-1337
247.438	-1470
247.500	-1120
247.562	-1093
247.625	-1215
247.688	-620
247.750	-791
247.812	-999
247.875	-432
247.938	-1077
248.000	-1249
248.062	-1373
248.125	-2124
248.188	-712
248.250	250
248.312	982
248.375	2574
248.438	2440
248.500	3008
248.562	3979
248.625	3647
248.688	3218
248.750	1977
248.812	512
248.875	-438
248.938	-1106
249.000	-1395
249.062	-1811
249.125	-1843
249.188	-1492
249.250	-1173
249.312	-322
249.375	354
249.438	503
249.500	847
249.562	807
249.625	665
249.688	969
249.750	892
249.812	1019
249.875	1222
249.938	1103
250.000	1319
250.062	1318
250.125	1272
250.188	1128
250.250	532
250.312	94
250.375	-499
250.438	-924
250.500	-1000
250.562	-1252
250.625	-1125
250.688	-832
250.750	-620
250.812	29
250.875	615
250.938	800
251.000	1166
251.062	1320
251.125	1256
251.188	1487
251.250	1377
251.312	977
251.375	696
251.438	387
251.500	28
251.562	-146
251.625	-207
251.688	-466
251.750	-517
251.812	-342
251.875	-274
251.938	-6
252.000	293
252.062	349
252.125	469
252.188	670
252.250	572
252.312	501
252.375	558
252.438	228
252.500	43
252.562	10
252.625	-277
252.688	-362
252.750	-371
252.812	-540
252.875	-500
252.938	-364
253.000	-358
253.062	-147
253.125	77
253.188	100
253.250	228
253.312	327
253.375	256
253.438	226
253.500	132
253.562	-129
253.625	-323
253.688	-507
253.750	-678
253.812	-723
253.875	-754
253.938	-712
254.000	-711
254.062	-615
254.125	-426
254.188	-430
254.250	-320
254.312	-344
254.375	-381
254.438	-313
254.500	-455
254.562	-507
254.625	-644
254.688	-753
254.750	-1007
254.812	-1159
254.875	-1148
254.938	-1392
255.000	-1304
255.062	-1288
255.125	-1149
255.188	-879
255.250	-891
255.312	-683
255.375	-651
255.438	-795
255.500	-927
255.562	-1299
255.625	-1537
255.688	-2003
255.750	-1822
255.812	-444
255.875	180
255.938	1366
256.000	2543
256.062	2483
256.125	3646
256.188	4048
256.250	3358
256.312	2960
256.375	1512
256.438	206
256.500	-497
256.562	-1178
256.625	-1660
256.688	-1832
256.750	-1687
256.812	-1441
256.875	-802
256.938	-89
257.000	246
257.062	575
257.125	842
257.188	643
257.250	680
257.312	906
257.375	733
257.438	1016
257.500	1256
257.562	1079
257.625	1364
257.688	1408
257.750	1182
257.812	1065
257.875	541
257.938	-117
258.000	-596
258.062	-948
258.125	-1181
258.188	-1235
258.250	-1130
258.312	-939
258.375	-537
258.438	171
258.500	614
258.562	891
258.625	1242
258.688	1257
258.750	1254
258.812	1282
258.875	1281
258.938	1015
259.000	671
259.062	550
259.125	225
259.188	-24
259.250	-129
259.312	-317
259.375	-563
259.438	-539
259.500	-387
259.562	-356
259.625	39
259.688	305
259.750	448
259.812	762
259.875	789
259.938	814
260.000	716
260.062	482
260.125	268
260.188	-74
260.250	-310
260.312	-476
260.375	-559
260.438	-582
260.500	-589
260.562	-447
260.625	-312
260.688	-175
260.750	81
260.812	238
260.875	287
260.938	373
261.000	410
261.062	315
261.125	173
261.188	71
261.250	-238
261.312	-525
261.375	-619
261.438	-887
261.500	-916
261.562	-873
261.625	-914
261.688	-656
261.750	-576
261.812	-393
261.875	-197
261.938	-246
262.000	-110
262.062	-312
262.125	-404
262.188	-413
262.250	-813
262.312	-731
262.375	-1020
262.438	-1255
262.500	-892
262.562	-1398
262.625	-1178
262.688	-822
262.750	-1500
262.812	-771
262.875	-735
262.938	-1289
263.000	-586
263.062	-1140
263.125	-1449
263.188	-1262
263.250	-1890
263.312	-2124
263.375	-991
263.438	232
263.500	627
263.562	2425
263.625	2775
263.688	2631
263.750	4321
263.812	3757
263.875	2913
263.938	2429
264.000	707
264.062	-425
264.125	-783
264.188	-1453
264.250	-2111
264.312	-1662
264.375	-1655
264.438	-1413
264.500	-267
264.562	-15
264.625	287
264.688	840
264.750	809
264.812	652
264.875	944
264.938	918
265.000	792
